ID,TITLE,title_length,word_count,has_year,contains_love
2218,"merrily we live, Norman Z. McLeod",33,6,0,0
2219,the man who came to dinner,26,6,0,0
2220,Eddie and the Cruisers II: Eddie Lives!,39,7,0,0
2220,patty hearst,12,2,0,0
2221,Eddie and the Cruisers,22,4,0,0
2222,the incredible mr limpet,24,4,0,0
2223,the reckless moment,19,3,0,0
2224,"valentino, ken russell",22,3,0,0
2225,"stolen moments, james vincent",29,4,0,0
2226,for heaven's sake,17,3,0,0
2227,pink string and sealing wax,27,5,0,0
2228,POOLMAN,7,1,0,0
2229,kissinger takes paris,21,3,0,0
2230,her kind of man,15,4,0,0
2231,bathing beauty,14,2,0,0
2232,love and learn,14,3,0,1
2233,winter meeting,14,2,0,0
2234,please don't eat the daisies,28,5,0,0
2235,the turning point of jim malloy,31,6,0,0
2236,bachelor in paradise,20,3,0,0
2237,american woman,14,2,0,0
2238,the radical story of patty hearst,33,6,0,0
2239,"guerilla, the taking of patty hearst",36,6,0,0
2241,captive,7,1,0,0
2242,the ordeal of patty hearst,26,5,0,0
2243,tanya,5,1,0,0
2244,patty,5,1,0,0
2245,bat*21,6,1,0,0
2256,hacking hate,12,2,0,0
2257,miss grant takes richmond,25,4,0,0
2258,lucy calls the president,24,4,0,0
2259,lured,5,1,0,0
2260,easy to wed,11,3,0,0
2261,"that's right, you're wrong",26,4,0,0
2262,twelve crowded hours,20,3,0,0
2263,room service,12,2,0,0
2264,there goes my girl,18,4,0,0
2265,i dream too much,16,4,0,0
2266,behind the evidence,19,3,0,0
2267,the adventures of the three reporters,37,6,0,0
2268,the wedding night,17,3,0,0
2269,the white devil,15,3,0,0
2270,the grand exit,14,3,0,0
2271,the personals,13,2,0,0
2272,the postman,11,2,0,0
2273,lady in white,13,3,0,0
2274,"death notice, herman yau",24,4,0,0
2276,vortex,6,1,0,0
2277,behind green lights,19,3,0,0
2278,The Ghost and Mrs. Muir,23,5,0,0
2279,"blithe spirit, david lean",25,4,0,0
2280,men are not gods,16,4,0,0
2281,"rawhide, henry hathaway",23,3,0,0
2282,behold my wife,14,3,0,0
2283,ex-lady,7,1,0,0
2284,power ballad,12,2,0,0
2285,longlegs,8,1,0,0
2286,dead reckoning,14,2,0,0
2287,treasure,8,1,0,0
2288,arriverdeci e grazie,20,3,0,0
2289,live for life,13,3,0,0
2290,one night...a train,19,3,0,0
2291,Qu'est-ce qui fait courir David?,32,5,0,0
2292,success is the best revenge,27,5,0,0
2293,nina,4,1,0,0
2294,L.A. Without A Map,18,4,0,0
2295,paris connections,17,2,0,0
2296,love letters,12,2,0,1
2297,the best years of a life,24,6,0,0
2298,La Bête,7,2,0,0
2299,the secret diaries of miss anne lister,38,7,0,0
2300,love on toast,13,3,0,1
2301,interlude,9,1,0,0
2302,mr harrigan's phone,19,3,0,0
2303,klute,5,1,0,0
2304,spoonful of sugar,17,3,0,0
2305,BELOVED INFIDEL,15,2,0,1
2306,the woman in cabin 10,21,5,0,0
2307,the last letter from your lover,31,6,0,1
2308,O. Henry's Full House,21,4,0,0
2309,home town story,15,3,0,0
2310,a family affair,15,3,0,0
2311,Gabriele Muenter - In the shadow of Kandinsky,45,8,0,0
2312,black box diaries - shiori ito,30,6,0,0
2313,the suicide note - jake helgren,31,6,0,0
2314,if it bleeds,12,3,0,0
2315,bergman - a year in a life,26,7,0,0
2316,fly me to the moon,18,5,0,0
2317,"the exorcism, joshua john miller",32,5,0,0
2318,nashville,9,1,0,0
2319,a virgin in hollywood,21,4,0,0
2320,A Burning Passion: The Margaret Mitchell Story,46,7,0,0
2321,"bukowski, james franco",22,3,0,0
2322,freeze frame,12,2,0,0
2323,the other lover,15,3,0,1
2324,the arrangement,15,2,0,0
2325,the biographer,14,2,0,0
2326,faye,4,1,0,0
2327,the case for christ,19,4,0,0
2328,a sacrifice,11,2,0,0
2329,the sacrifice,13,2,0,0
2330,the dead don't hurt,19,4,0,0
2331,a farewell to harry,19,4,0,0
2332,the carpetbaggers,17,2,0,0
2333,too good to be true,19,5,0,0
2335,swimming home,13,2,0,0
2336,horizon an american saga chapter one,36,6,0,0
2337,maid of orleans,15,3,0,0
2338,"lady chatterley's lover, Laure de Clermont-Tonnerre",51,6,0,1
2339,snl 1975 (retitled 'saturday night'),36,5,1,0
2340,Modernism Inc.: The Eliot Noyes Design Story,44,7,0,0
2341,"Federico, the imaginary life of Fellini",39,6,0,0
2342,ALL OF YOU WILL DIE,19,5,0,0
2343,the puppetman,13,2,0,0
2344,puppet master,13,2,0,0
2345,Molly Moon and the Incredible Book of Hypnotism,47,8,0,0
2346,crimetime,9,1,0,0
2347,fortune's smile,15,2,0,0
2348,Absolutely Fabulous: The Movie,30,4,0,0
2349,"searching eva, pia hellenthal",29,4,0,0
2350,a complete unkownn,18,3,0,0
2351,"men of crisis, the harvey wallinger story",41,7,0,0
2352,marty supreme,13,2,0,0
2353,scandal,7,1,0,0
2354,the house of snails,19,4,0,0
2355,"crime of passion, gerd oswald",29,5,0,0
2356,the jury's secret,17,3,0,0
2357,the interpreter,15,2,0,0
2358,mystery of the wax museum,25,5,0,0
2359,"colette, milan cieslar",22,3,0,0
2360,affairs of a gentleman,22,4,0,0
2361,the finger points,17,3,0,0
2362,doctor x,8,2,0,0
2363,the important witness,21,3,0,0
2364,twenty four hours in woman's life,33,6,0,0
2365,spring bears love,17,3,0,1
2366,the possessed,13,2,0,0
2367,love spreads,12,2,0,1
2368,Revenge of the Radioactive Reporter,35,5,0,0
2369,the executioner's song,22,3,0,0
2370,Belly of the Beast,18,4,0,0
2371,"Мастер и Маргарита, 2023",24,4,1,0
2372,vaktsina,8,1,0,0
2373,las vegas shakedown,19,3,0,0
2374,waltz for monica,16,3,0,0
2375,diary of a deadbeat,19,4,0,0
2376,"che, richard fleischer",22,3,0,0
2377,"the fall guy, david leitch",26,5,0,0
2378,opening night,13,2,0,0
2379,ted and venus,13,3,0,0
2380,Dear America: Letters Home from Vietnam,39,6,0,0
2381,lost focus,10,2,0,0
2382,confessions of a male prostitute,32,5,0,0
2383,lost angeles,12,2,0,0
2384,snapshot,8,1,0,0
2385,after you,9,2,0,0
2386,"witch, Hinde/Zammit",19,2,0,0
2387,courier x,9,2,0,0
2388,the other zoey,14,3,0,0
2389,the tijuana story,17,3,0,0
2390,the lives of jenny dolan,24,5,0,0
2391,she married her boss,20,4,0,0
2392,auction,7,1,0,0
2393,my first film?,14,3,0,0
2394,Отражение тьмы!,15,2,0,0
2395,enter the devil,15,3,0,0
2396,the second civil war,20,4,0,0
2397,primary colors,14,2,0,0
2398,the river niger,15,3,0,0
2399,Guyana Tragedy: The Story of Jim Jones,38,7,0,0
2400,the clean up crew,17,4,0,0
2401,venom,5,1,0,0
2402,venom: the last dance,21,4,0,0
2403,afrAId,6,1,0,0
2404,five star final,15,3,0,0
2405,daring daughters,16,2,0,0
2406,the girl thief,14,3,0,0
2407,house of errors,15,3,0,0
2408,opus,4,1,0,0
2409,storm center,12,2,0,0
2410,griffin in summer,17,3,0,0
2411,"apartmen, Mohd Pierre Andre",27,4,0,0
2412,"apartment 7A, Natalie Erika James",33,5,0,0
2413,a german life,13,3,0,0
2414,lily in love,12,3,0,1
2415,murder by death,15,3,0,0
2416,the prime of miss jean brodie,29,6,0,0
2417,"quick, before it melts",22,4,0,0
2418,rage,4,1,0,0
2419,dedication,10,1,0,0
2420,i'm dancing as fast as i can,28,7,0,0
2421,the siegfried idyll,19,3,0,0
2422,george eliot: a scandalous life,31,5,0,0
2423,a merry war,11,3,0,0
2424,"the lost city,aaron & adam nee",30,6,0,0
2425,metal heart,11,2,0,0
2426,otto e mezzo,12,3,0,0
2427,the dark half,13,3,0,0
2428,the hidden half,15,3,0,0
2429,paul bowles half moon,21,4,0,0
2430,18½,3,1,0,0
2431,A WOMAN AND A HALF: HILDEGARD KNEF,34,7,0,0
2432,The Other Half of the Sky - Stories of Chinese Businesswomen,60,11,0,0
2433,Salem's Lot,11,2,0,0
2434,soy nevenka,11,2,0,0
2435,september 5,11,2,0,0
2436,september,9,1,0,0
2437,killer's kiss,13,2,0,0
2438,bobby,5,1,0,0
2439,blue moon,9,2,0,0
2440,La femme la plus riche du monde,31,7,0,0
2441,Loro,4,1,0,0
2442,catchfire,9,1,0,0
2443,priest of love,14,3,0,1
2444,the i don't care girl,21,5,0,0
2445,fake!,5,1,0,0
2446,friday afternoon in the universe,32,5,0,0
2447,parer's war,11,2,0,0
2448,tomorrow was the war,20,4,0,0
2449,Buddha's Little Finger,22,3,0,0
2450,janie jones,11,2,0,0
2451,"Extérieur, nuit",15,2,0,0
2452,the passage,11,2,0,0
2453,Jenatsch,8,1,0,0
2454,niki,4,1,0,0
2455,Monsieur Aznavour,17,2,0,0
2456,when fall is coming,19,4,0,0
2457,tootsie,7,1,0,0
2458,"liz, adam leon",14,3,0,0
2459,deliver me from nowhere,23,4,0,0
2460,2.0 Lucy,8,2,0,0
2461,a different man,15,3,0,0
2462,Women in Oversized Men's Shirts,31,5,0,0
2463,the critic,10,2,0,0
2464,blood & ink,11,3,0,0
2465,what a woman,12,3,0,0
2466,"Mae Mest, lee philips",21,4,0,0
2467,Labor of Love: The Arlette Schweitzer Story,43,7,0,1
2468,"my dream boat,shaw brothers",27,4,0,0
2469,"the walking dead, michael curtiz",32,5,0,0
2470,the venetian affair,19,3,0,0
2471,the yellow ticket,17,3,0,0
2472,the little wild girl,20,4,0,0
2473,omar the tent maker,19,4,0,0
2474,mr wong in chinatown,20,4,0,0
2475,beast beast,11,2,0,0
2476,"babysitter's black book, lee friedlander",40,5,0,0
2477,men always lie,14,3,0,0
2478,the killing game,16,3,0,0
2479,testament of Orpheus,20,3,0,0
2480,il penito,9,2,0,0
2481,the happy hooker goes to Hollywood,34,6,0,0
2482,never say never again,21,4,0,0
2483,seizure,7,1,0,0
2484,my husband is missing,21,4,0,0
2485,delirium,8,1,0,0
2486,revolting rhymes,16,2,0,0
2487,news from nowhere,17,3,0,0
2488,cuts,4,1,0,0
2489,breaking the code,17,3,0,0
2490,wolf,4,1,0,0
2491,waltz of the toreadors,22,4,0,0
2492,primary motive,14,2,0,0
2493,face,4,1,0,0
2494,satisfaction,12,1,0,0
2495,"love letters, amy holden jones",30,5,0,1
2496,"country gold, mickey reece",26,4,0,0
2497,"country gold, gilbert cates",27,4,0,0
2498,the big knife,13,3,0,0
2499,the devil's teeth,17,3,0,0
2500,the last call,13,3,0,0
2501,stuffed butterflies,19,2,0,0
2502,secreto de confesion,20,3,0,0
2503,twenty four hours of pleasure,29,5,0,0
2504,el portero,10,2,0,0
2505,pubis angelical,15,2,0,0
2506,grand hotel,11,2,0,0
2507,heretic,7,1,0,0
2508,jessica darling's it list,25,4,0,0
2509,atropia,7,1,0,0
2510,"transit, christian petzold",26,3,0,0
2511,deadly leaks,12,2,0,0
2512,the taste of apple seeds,24,5,0,0
2513,deadly leaks 2,14,3,0,0
2514,the poll diaries,16,3,0,0
2515,"unforgettable, j. c. falcon",27,4,0,0
2516,mystery woman,13,2,0,0
2517,grave misconduct,16,2,0,0
2518,special effects,15,2,0,0
2519,scenes from rotterdam,21,3,0,0
2520,"the letter, rodrigo h vila",26,5,0,0
2521,spread,6,1,0,0
2522,esau,4,1,0,0
2523,Drôle de jeu,12,3,0,0
2524,one husband too many,20,4,0,0
2525,a season for love,17,4,0,1
2526,"the haunting, robert wise",25,4,0,0
2527,"the haunting, jan de bont",25,5,0,0
2528,paranoia,8,1,0,0
2529,roar,4,1,0,0
2530,emilia perez,12,2,0,0
2531,wilder & me,11,3,0,0
2532,return to Montauk,17,3,0,0
2533,the french minister,19,3,0,0
2534,Lettres à un jeune poète,24,5,0,0
2535,sarah's key,11,2,0,0
2536,albert savarus,14,2,0,0
2537,Je Tu Il Elle,13,4,0,0
2538,world premier,13,2,0,0
2539,kiss the boys goodnight,23,4,0,0
2540,no time to marry,16,4,0,0
2541,his secretary,13,2,0,0
2542,pretty ladies,13,2,0,0
2543,married flirts,14,2,0,0
2544,their own desire,16,3,0,0
2545,riptide,7,1,0,0
2546,biography of a bachelor girl,28,5,0,0
2547,fast and loose,14,3,0,0
2548,haunted honeymoon,17,2,0,0
2549,the saxton charm,16,3,0,0
2550,lovers courageous,17,2,0,1
2551,inspiration,11,1,0,0
2552,Vitrinnyy ekzemplyar,20,2,0,0
2553,Prorok. Istoriya Aleksandra Pushkina,36,4,0,0
2554,storm over lisbon,17,3,0,0
2555,opera prima,11,2,0,0
2556,rock of ages,12,3,0,0
2557,cold providence,15,2,0,0
2558,enemies.a love story,20,3,0,1
2559,i know why the caged bird sings,31,7,0,0
2560,sisters,7,1,0,0
2561,love language,13,2,0,1
2562,the order,9,2,0,0
2563,90 minutes in heaven,20,4,0,0
2564,beyond the sea,14,3,0,0
2565,sleep,5,1,0,0
2566,sibyl,5,1,0,0
2567,performer,9,1,0,0
2568,within the whirlwind,20,3,0,0
2569,"dark, almost night",18,3,0,0
2570,el grito,8,2,0,0
2571,death on the nile,17,4,0,0
2572,the athena syndrome,19,3,0,0
2573,Agatha & Poirot: Partners in Crime,34,6,0,0
2574,A Dream Is a Wish Your Heart Makes: The Annette Funicello Story,63,12,0,0
2575,collected stories,17,2,0,0
2576,perfect strangers,17,2,0,0
2577,the room next door,18,4,0,0
2578,fountain of youth,17,3,0,0
2579,the ballad of a small player,28,6,0,0
2580,a bunch of amateurs,19,4,0,0
2581,if you could see what i hear,28,7,0,0
2582,spies inc,9,2,0,0
2583,dirty tricks,12,2,0,0
2584,loose ends,10,2,0,0
2585,john and yoko a love story,26,6,0,1
2586,fooling hitler,14,2,0,0
2587,will there really be morning?,29,5,0,0
2588,the translator,14,2,0,0
2589,Soundtrack to a Coup d'Etat,27,5,0,0
2590,phantom,7,1,0,0
2591,shanghai express,16,2,0,0
2592,watchers,8,1,0,0
2593,poison pen,10,2,0,0
2594,Memories of My Melancholy Whores,32,5,0,0
2595,the chosen,10,2,0,0
2597,I Wonder Who's Kissing You Now,30,6,0,0
2598,cheating blondes,16,2,0,0
2599,TWO FOR TONIGHT,15,3,0,0
2600,Sitting Pretty,14,2,0,0
2601,The Housekeeper's Daughter,26,3,0,0
2602,simple women,12,2,0,0
2603,This is the end,15,4,0,0
2604,let the corpses tan,19,4,0,0
2605,able danger,11,2,0,0
2606,pictures of baby jane doe,25,5,0,0
2607,south of heaven,15,3,0,0
2608,nothing else matters,20,3,0,0
2609,you ain't seen nothing yet,26,5,0,0
2610,swanee river,12,2,0,0
2611,rhapsody in blue,16,3,0,0
2612,spread,6,1,0,0
2613,deathtrap,9,1,0,0
2614,dead man's letters,18,3,0,0
2615,lord of the ants,16,4,0,0
2616,the ugly swans,14,3,0,0
2617,death in venice,15,3,0,0
2618,the short films of david lynch,30,6,0,0
2619,somewhere in time,17,3,0,0
2620,aldrich ames:traitor within,27,3,0,0
2621,brimstone and treacle,21,3,0,0
2622,the glorias,11,2,0,0
2623,the kovax box,13,3,0,0
2624,deliberate intent,17,2,0,0
2625,zuma beach,10,2,0,0
2626,turk 182,8,2,0,0
2627,prospero's books,16,2,0,0
2628,it never entered my mind,24,5,0,0
2629,me and my brother,17,4,0,0
2630,Tage die bleiben,16,3,0,0
2631,heil,4,1,0,0
2631,fuori,5,1,0,0
2632,a bookshop in paris,19,4,0,0
2633,Anna Fucking Molnar,19,3,0,0
2633,I'll Never Forget What's'isname,31,4,0,0
2634,C(r)ook,7,1,0,0
2634,every breath you take,21,4,0,0
2635,advice to the lovelorn,22,4,0,1
2635,A Girl With Closed Eyes,23,5,0,0
2636,warrior empress,15,2,0,0
2636,the thin man,12,3,0,0
2637,the hangman,11,2,0,0
2637,after the thin man,18,4,0,0
2638,the linguine incident,21,3,0,0
2638,another thin man,16,3,0,0
2639,a night full of rain,20,5,0,0
2639,shadow of the thin man,22,5,0,0
2640,across the river and into the trees,35,7,0,0
2640,the thin man goes home,22,5,0,0
2641,song of the thin man,20,5,0,0
2642,star spangled girl,18,3,0,0
2643,Dinner with Family with Brett Gelman and Brett Gelman's Family,62,10,0,0
2644,ride the high iron,18,4,0,0
2645,parthenope,10,1,0,0
2646,the gorge,9,2,0,0
2646,day for night,13,3,0,0
2647,a season in hell,16,4,0,0
2648,all is well,11,3,0,0
2649,the great actor,15,3,0,0
2650,the brutalist,13,2,0,0
2651,saint judy,10,2,0,0
2652,back of the book,16,4,0,0
2653,the other side of the wind,26,6,0,0
2654,from the head,13,3,0,0
2655,with this ring,14,3,0,0
2656,la ilegal,9,2,0,0
2657,The Golden Moment: An Olympic Love Story,40,7,0,1
2658,convicted,9,1,0,0
2659,The Moelln Letters,18,3,0,0
2660,believer,8,1,0,0
2661,dreams (sex love),17,3,0,1
2662,wolf man,8,2,0,0
2663,the Christmas gift,18,3,0,0
2664,welcome to mooseport,20,3,0,0
2665,deep cuts,9,2,0,0
2666,hidden in the spotlight,23,4,0,0
2667,"adolescence, ashley avis",24,3,0,0
2668,it's fine! everything is fine.,30,5,0,0
2669,"suicide, the comedy",19,3,0,0
2670,shakespeare's plan 12 from outer space,38,6,0,0
2671,"kiss me, kill me",16,4,0,0
2672,Untitled Crispin Hellion Glover Project,39,5,0,1
2673,F. Scott Fitzgerald and 'the Last of the Belles',48,9,0,0
2674,the music lovers,16,3,0,1
2675,jane,4,1,0,0
2675,Tears and Laughter: The Joan and Melissa Rivers Story,53,9,0,0
2676,The Lindbergh Kidnapping Case,29,4,0,0
2677,cinema twain,12,2,0,0
2678,becoming Led Zeppelin,21,3,0,0
2679,arrival,7,1,0,0
2680,the barefoot contessa,21,3,0,0
2681,the love lottery,16,3,0,1
2682,martians go home,16,3,0,0
2683,i love your work,16,4,0,1
2684,hedda,5,1,0,0
2685,"Baltimore, Christine Molloy and Joe Lawlor",42,6,0,0
2686,the chronology of water,23,4,0,0
2687,love will tear us apart,23,5,0,1
2688,redemption,10,1,0,0
2689,darkest miriam,14,2,0,0
2690,the friend,10,2,0,0
2691,a simple favor,14,3,0,0
2692,another simple favor,20,3,0,0
2693,"don't ask me, ask God",21,5,0,0
2694,up your alley,13,3,0,0
2695,wishful thinking,16,2,0,0
2696,lucky ed's tabloid news,23,4,0,0
2697,the preview murder mystery,26,4,0,0
2698,rust,4,1,0,0
2699,Twilight Zone: Rod Serling's Lost Classics,42,6,0,0
2700,The Revisionist,15,2,0,0
2701,weekend at the Waldorf,22,4,0,0
2702,claudelle inglish,17,2,0,0
2703,WHAT A WAY TO GO! -J LEE THOMPSON,33,8,0,0
2704,first affair,12,2,0,0
2705,S.O.B.,6,1,0,0
2706,it's a bird...it's a plane...it's superman,42,6,0,0
2707,stand up and be counted,23,5,0,0
2708,if i were you,13,4,0,0
2709,"no pay, nudity.",15,3,0,0
2710,Jane Austen Wrecked My Life,27,5,0,0
2711,the forest is red,17,4,0,0
2712,undersea girl,13,2,0,0
2713,split fiction,13,2,0,0
2714,end of the road,15,4,0,0
2715,st ives,7,2,0,0
2716,prime time,10,2,0,0
2717,good to go,10,3,0,0
2718,heart of justice,16,3,0,0
2719,perfume,7,1,0,0
2720,the sounding,12,2,0,0
2721,boom,4,1,0,0
2722,to Barcelona with love,22,4,0,1
2723,shadows,7,1,0,0
2724,the seven minutes,17,3,0,0
2725,tunnel vision,13,2,0,0
2726,"the dukes of hazzard, hazzard in hollywood",42,7,0,0
2727,hitler: the last ten days,25,5,0,0
2728,mahler,6,1,0,0
2729,lisztomania,11,1,0,0
2730,the secret life of arnold bax,29,6,0,0
2731,"dan hawk, psychic detective",27,4,0,0
2732,Conjuring The Book of the Dead,30,6,0,0
2733,the bloody brood,16,3,0,0
2734,Dracula: A Love Tale,20,4,0,1
2735,Vuxna människor,15,2,0,0
2736,the big fisherman,17,3,0,0
2737,a day at the beach,18,5,0,0
2738,king of the underground,23,4,0,0
2739,Du bringst mich noch um,23,5,0,0
2739,being maria,11,2,0,0
2740,antichrist,10,1,0,0
2741,the boys from brazil,20,4,0,0
2742,Saiyaara,8,1,0,0
2743,White Hot: The Mysterious Murder of Thelma Todd,47,8,0,0
2744,"Sorry, Baby (eva victor)",24,4,0,0
2745,BROADCAST SIGNAL INTRUSION,26,3,0,0
2746,"it's never over, jeff buckley",29,5,0,0
2747,in the hand of Dante,20,5,0,0
2748,a piece of eden,15,4,0,0
2749,four dimensions of greta,24,4,0,0
2750,term of trial,13,3,0,0
2751,two minutes to midnight,23,4,0,0
2752,misery harbor,13,2,0,0
2753,copy boy,8,2,0,0
2754,atta boy,8,2,0,0
2755,"The Naked Gun, Akiva Schaffer",29,5,0,0
2756,"Unknown Number: The High School Catfish, Skye Borgman",53,8,0,0
2757,"Poetic License, Maude Apatow",28,4,0,0
2758,the third lover,15,3,0,1
2758,the creatures,13,2,0,0
2759,sooner or later,15,3,0,0
2760,W.W. and the Dixie Dancekings,29,5,0,0
2762,medium rare,11,2,0,0
2763,edge of darkness,16,3,0,0
2763,impact,6,1,0,0
2764,lions for lambs,15,3,0,0
2765,the company you keep,20,4,0,0
2766,"Relay,David Mackenzie",21,2,0,0
2767,swiped,6,1,0,0
2768,"588, rue Paradis",16,3,0,0
2769,diary of a telephone operator,29,5,0,0
2770,auguste,7,1,0,0
2771,claretta,8,1,0,0
2772,Bello onesto emigrato Australia sposerebbe compaesana illibata,62,7,0,0
2773,woman of wonders,16,3,0,0
2774,a man in love,13,4,0,1
2775,the wonderful urge,18,3,0,0
2775,wisdom of happiness,19,3,0,0
2776,barefoot boys,13,2,0,0
2777,"30 Is a Dangerous Age, Cynthia",30,6,0,0
2778,Hildegard of Bingen,19,3,0,0
2779,in search of the brontes,24,5,0,0
2780,tilda,5,1,0,0
2781,"the correspondent, Kriv Stenders",32,4,0,0
2782,"broken voices, Ondrej Provaznik",31,4,0,0
2783,"little trouble girls, Urska Djukic",34,5,0,0
2785,the Hemingway play,18,3,0,0
2786,the seven percent solution,26,4,0,0
2787,the uncanny,11,2,0,0
2788,Inevitable Grace,16,2,0,0
2789,losing faith,12,2,0,0
2790,why shoot the teacher,21,4,0,0
2791,SHELL,5,1,0,0
2792,bone lake,9,2,0,0
2793,the phoenician scheme,21,3,0,0
2794,anemone,7,1,0,0
2795,waltz of the toreadors,22,4,0,0
2796,the merry wives of windsor,26,5,0,0
2797,the index has gone fishing,26,5,0,0
2798,natural causes,14,2,0,0
2799,my friend walter,16,3,0,0
2800,an awfully big adventure,24,4,0,0
2801,breaking the code,17,3,0,0
2802,"reya, brozzi lunetta",20,3,0,0
2803,gentlemen,9,1,0,0
2804,Den evige ektemann,18,3,0,0
2805,the eternal husband,19,3,0,0
2806,deep water,10,2,0,0
2807,flap,4,1,0,0
2808,irish eyes are smiling,22,4,0,0
2809,100 NIGHTS OF HERO,18,4,0,0
2810,the november plot,17,3,0,0
2811,forever,7,1,0,0
2812,mother russia,13,2,0,0
2813,INT.HALLWAY/NIGHT,17,1,0,0
2814,"the manchurian candidate, John Frankenheimer",44,5,0,0
2815,"the manchurian candidate, Jonathan Demme",40,5,0,0
2816,byrd and the bees,17,4,0,0
2817,"Emperor, Lee Tamahori",21,3,0,0
2818,"Salve Maria, Mar Coll",21,4,0,0
2819,CRY TO HEAVEN,13,3,0,0
2820,Hikidashi no naka no rabu retâ,30,6,0,0
2821,Yajû shisubeshi,15,2,0,0
2822,Trinacria: Porsche 959,22,3,0,0
2823,Dawn of a New Day: The Man Behind VHS,37,9,0,0
2824,Orwell: 2+2=5,13,2,0,0
2825,sallyland,9,1,0,0
2826,the ice tower,13,3,0,0
2827,the substance of fire,21,4,0,0
2828,the hill of kites,17,4,0,0
2829,one line of reality,19,4,0,0
2830,Blue Moon,9,2,0,0
2831,bvgoniA,7,1,0,0
2832,death and the dervish,21,4,0,0
2833,after the hunt,14,3,0,0
2834,"helvetica, gary hustwit",23,3,0,0
2835,the harms case,14,3,0,0
2836,Svetozar Markovic,17,2,0,0
2837,early works,11,2,0,0
2839,"das kapital, Zelimir Zilnik",27,4,0,0
2839,The Extraordinary Miss Flower,29,4,0,0
2840,@,1,1,0,0
2841,Pose,4,1,0,0
2842,Winter in Sokcho,16,3,0,0
2843,DIE MY LOVE,11,3,0,1
2844,the Carpenter's son,19,3,0,0
2845,wake up dead man : a knives out mystery,39,9,0,0
2846,"sentimental value, joachim trier",32,4,0,0
2847,"Nürnberg, james vanderbilt",26,3,0,0
2848,intrigo: death of an author,27,5,0,0
2849,the long teeth,14,3,0,0
2850,cover up,8,2,0,0
2851,fackham hall,12,2,0,0
2852,victorian psycho,16,2,0,0
2853,Fast and Loose,14,3,0,0
2854,a girl's story,14,3,0,0
2855,1949,4,1,1,0
2856,love lessons,12,2,0,1
2857,the beloved,11,2,0,1
2858,misty green,11,2,0,0
2859,yellow letters,14,2,0,0
2860,la bola negra,13,3,0,0
2861,the adventures of cliff booth,29,5,0,0
2862,all of a sudden,15,4,0,0
2863,ink,3,1,0,0
2864,artificial,10,1,0,0
2865,Sheep In The Box & Look Back,28,7,0,0
2866,I play Rocky,12,3,0,0
2867,"last days, matt copson",22,4,0,0
2868,moulin,6,1,0,0
2869,perfect girl,12,2,0,0
2870,verity,6,1,0,0
2871,the salzburg connection,23,3,0,0
2872,trauma,6,1,0,0
2873,lili marleen,12,2,0,0
2874,die einsteiger,14,2,0,0
2875,Am nächsten Morgen kehrte der Minister nicht an seinen Arbeitsplatz zurück,74,11,0,0
2876,epidemic,8,1,0,0
2877,Die 120 Tage von Bottrop,24,5,0,0
2878,a trick of light,16,4,0,0
2879,the end of violence,19,4,0,0
2880,100 Jahre Adolf Hitler - Die letzte Stunde im Führerbunker,58,10,0,0
2881,betty,5,1,0,0
2882,evil eyes,9,2,0,0
2883,far cry,7,2,0,0
2884,one more round,14,3,0,0
2885,the girl behind the white picket fence,38,7,0,0
2886,"don't worry, he won't get far on foot",37,8,0,0
2887,holy beasts,11,2,0,0
2888,13 tracks to frighten agatha black,34,6,0,0
2889,schindler space architect,25,3,0,0
2890,red letters,11,2,0,0
2891,the last minute,15,3,0,0
2892,one point O,11,3,0,0
2893,johnny walker,13,2,0,0
2894,my soul is slashed,18,4,0,0
27561,macumba love,12,2,0,1
